the_geom,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
POINT (-73.92999624168307 40.81573773289834),DYCD184,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,07X427 / 07X670,Health Opportunities HS,350,Gerard Avenue,Bronx,10451,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - East Side House Settlement,350 Gerard Avenue,"Bronx, NY 10451"
POINT (-73.92486252910116 40.81358214393853),DYCD22,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,,Patterson Comm. Ctr.,340,Morris Avenue,Bronx,10451,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,340 Morris Avenue,"Bronx, NY 10451"
POINT (-73.94220147621854 40.78521891929391),DYCD237,DYCD,OST,800-246-4646,Harlem RBI(Reviving Baseball in Inner Cities,,212-722-1608,04M099,JHS 99,410,East 100th Street,Manhattan,10029,school,0,no,yes,unknown,unknown,no,no,yes,Full-time/Part-time,0,yes,yes,yes,OST - Harlem RBI,410 East 100th Street,"Manhattan, NY 10029"
POINT (-73.91915165306993 40.805436615077255),DYCD461,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,,Mill Brook Comm. Ctr.,201,St. Ann's Avenue,Bronx,10454,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - East Side House Settlement,201 St. Ann's Avenue,"Bronx, NY 10454"
POINT (-74.02903390617493 40.63420309881655),DYCD238,DYCD,OST,800-246-4646,Heartshare Human Services,111633549,718-422-4200,20K102,Bay View Elementary School,211,72nd Street,Brooklyn,11209,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Heartshare Human Services,211 72nd Street,"Brooklyn, NY 11209"
POINT (-73.92449326643542 40.827679388439286),DYCD20,DYCD,OST,800-246-4646,"Dream Yard Project, Inc",,718-588-8007,,Dream Yard Project,872,"Gerard Avenue, 3rd Floor",Bronx,10452,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Dream Yard Project,"872 Gerard Avenue, 3rd Fl","Bronx, NY 10452"
POINT (-73.93731862622572 40.79336968886282),DYCD95,DYCD,OST,800-246-4646,"East Harlem Tutorial Program, Inc.",,212-831-0650,,Thomas Jefferson Recreation Ctr.,2180,1st Avenue,Manhattan,10029,Parks,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - East Harlem Tutorial Program,2180 1st Avenue,"Manhattan, NY 10029"
POINT (-73.88552884626249 40.659796853992646),DYCD183,DYCD,OST,800-246-4646,East NY Development Corporation,112433064,718-566-2127,19K166,George Gershwin School,800,Van Siclen Avenue,Brooklyn,11207,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - East NY Dev.,800 Van Siclen Avenue,"Brooklyn, NY 11207"
POINT (-73.94308239136178 40.659218115641),DYCD569,DYCD,OST,800-246-4646,Community Counseling And Mediation,112675243,718-230-5100,17K533,School for Democracy,600,Kingston Avenue,Brooklyn,11203,school,0,yes,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Counseling And Mediation,600 Kingston Avenue,"Brooklyn, NY 11203"
POINT (-73.91488704767335 40.693802689300945),DYCD170,DYCD,OST,800-246-4646,Coalition For Hispanic Family Services,,718-497-6090,32K377,Alejandrina DeGautier ES,200,Woodbine Street,Brooklyn,11221,school,0,no,yes,unknown,unknown,yes,no,no,Part-time,0,yes,yes,yes,OST - Coalition For Hispanic Family Services,200 Woodbine Street,"Brooklyn, NY 11221"
POINT (-73.97681760196294 40.61523094882261),DYCD163,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,21K226,Alfred de B. Mason School,6006,23rd Avenue,Brooklyn,11226,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,6006 23rd Avenue,"Brooklyn, NY 11226"
POINT (-73.9817592927859 40.72370446833405),DYCD554,DYCD,OST,800-246-4646,Educational Alliance,135562210,212-780-2300,01M064,Robert E. Simon PS 64,600,East 6th Street,Manhattan,10009,School,0,yes,yes,unknown,unknown,Yes,No,No,Full-time,0,yes,yes,yes,OST - Educational Alliance,600 East 6th Street,"Manhattan, NY 10009"
POINT (-73.90415780625939 40.84057743322745),DYCD172,DYCD,OST,800-246-4646,Community Association of Progressive Dominicans,133266145,212-781-5500,09X339,School of Communication Technology,1600,Webster Avenue,Bronx,10457,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Association of Progressive Dominicans,1600 Webster Avenue,"Bronx, NY 10457"
POINT (-73.75363782289308 40.73611706044428),DYCD646,DYCD,OST,800-246-4646,Child Center of New York,111733454,(347) 510-4893,26Q188,PS 188 KINGSBURY (Q188),218-12,HARTLAND AVENUE,Queens,11364,School,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Child Center of NY,218-12 Hartland Avenue,"Queens, NY 11364"
POINT (-73.83558276311726 40.69907439672046),DYCD647,DYCD,OST,800-246-4646,Child Center of New York,111733454,(718) 591-6750,27Q56,PS 056 HARRY EICHLER (Q056),86-10,114 STREET,Queens,11418,School,180,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,180,Yes,Yes,Yes,OST - Child Center of NY,86-10 114 Street,"Queens, NY 11418"
POINT (-73.89278955269009 40.836368685603034),DYCD133,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,12X061,The Francisco Allen School,1550,Crotona Park E,Bronx,10460,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,1550 Crotona Park E,"Bronx, NY 10460"
POINT (-73.93008969940605 40.86089651056657),DYCD134,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M218,Salome Urena de Henriquez,4600,Broadway,Manhattan,10040,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,4600 Broadway,"Manhattan, NY 10040"
POINT (-73.89040129995237 40.83621921447795),DYCD137,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,12X098,Herman Rider,1619,Boston Road,Bronx,10460,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,1619 Boston Road,"Bronx, NY 10460"
POINT (-73.91383113590264 40.827721471663274),DYCD138,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,09X145,Arturo Toscaninni School,1000,Teller Avenue,Bronx,10456,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,1000 Teller Avenue,"Bronx, NY 10456"
POINT (-73.91764059203737 40.82809728540804),DYCD139,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,09X166,Roberto Clemente School,250,East 164th Street,Bronx,10456,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,250 East 164th Street,"Bronx, NY 10456"
POINT (-73.92233178794179 40.85810277197562),DYCD143,DYCD,OST,800-246-4646,Childrens Aid Society,135562191,212-949-4800,06M005,Ellen Lurie School,3703,10th Avenue,Manhattan,10034,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Childrens Aid Society,3703 10th Avenue,"Manhattan, NY 10034"
POINT (-74.01879485138967 40.63041995666475),DYCD157,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,20K170,Lexington Elementary School,7109,6th Avenue,Brooklyn,11209,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,7109 6th Avenue,"Brooklyn, NY 11209"
POINT (-73.79449174549046 40.737370030285966),DYCD323,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q216,MS 216,64-20,175th Street,Queens,11365,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Samuel Field YM & YWHA,64-20 175th Street,"Queens, NY 11365"
POINT (-73.70927343181862 40.7438815571831),DYCD324,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q115,Glen Oaks Elementary School,80-51,261st Street,Queens,11004,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Samuel Field YM & YWHA,80-51 261st Street,"Queens, NY 11004"
POINT (-73.7783044141745 40.782468854804705),DYCD326,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,25Q169,Bay Terrace Elementary School,18-25,212th Street,Queens,11360,school,0,no,yes,unknown,unknown,yes,no,yes,Full-time/Part-time,0,yes,yes,yes,OST - Samuel Field YM & YWHA,18-25 212th Street,"Queens, NY 11360"
POINT (-73.7281190988528 40.74562484842253),DYCD327,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q266,PS/IS 266Q,74-10,Commonwealth Boulevard,Queens,11426,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Samuel Field YM & YWHA,74-10 Commonwealth Boulevard,"Queens, NY 11426"
POINT (-74.01170641426711 40.64920734602377),DYCD332,DYCD,OST,800-246-4646,SCO Family of Services,112777066,516-671-1253,15K001,Bergen Elementary School,309,47th Street,Brooklyn,11220,school,0,no,yes,unknown,unknown,yes,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - SCO Family of Services,309 47th Street,"Brooklyn, NY 11220"
POINT (-74.00730135606534 40.65195664561654),DYCD330,DYCD,OST,800-246-4646,SCO Family of Services,112777066,516-671-1253,15K136,MS 136,4004,Fourth Avenue,Brooklyn,11232,school,0,no,yes,unknown,unknown,no,yes,yes,Part-time,0,yes,yes,yes,OST - SCO Family of Services,4004 Fourth Avenue,"Brooklyn, NY 11232"
POINT (-73.95345134366794 40.70389641480001),DYCD329,DYCD,OST,800-246-4646,SCO Family of Services,112777066,516-671-1253,14K071,Juan Morel Campos Secondary School,215,Heyward Street,Brooklyn,11206,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - SCO Family of Services,215 Heyward Street,"Brooklyn, NY 11206"
POINT (-73.91165140279212 40.81802246685141),DYCD185,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,07X473,Mott Haven Village Preparatory HS,701,St. Ann's Avenue,Bronx,10455,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - East Side House Settlement,701 St. Ann's Avenue,"Bronx, NY 10455"
POINT (-74.00418826689217 40.60390725511667),DYCD479,DYCD,OST,800-246-4646,Heartshare Human Services,111633549,718-422-4200,,Bensonhurst Youth Services,138,Bay 20th Street,Brooklyn,11214,center,0,no,yes,unknown,unknown,yes,no,no,Part-time,0,yes,yes,yes,OST - Heartshare Human Services,138 Bay 20th Street,"Brooklyn, NY 11214"
POINT (-73.89422408793939 40.77008539899879),DYCD240,DYCD,OST,800-246-4646,Hellenic American Neighborhood Action Committee (HANAC),112290832,212-840-8005,30Q002,Alfred Zimberg Elementary School,75-10,21st Avenue,Queens,11370,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - HANAC,75-10 21st Avenue,"Queens, NY 11370"
POINT (-73.9236285364226 40.80810885185598),DYCD462,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,718-665-5250,,Mitchell Comm. Ctr.,205,Willis Avenue,Bronx,10454,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - East Side House Settlement,205 Willis Avenue,"Bronx, NY 10454"
POINT (-73.98407115681863 40.718196851036716),DYCD188,DYCD,OST,800-246-4646,"Educational Alliance, Inc.",135562210,212-780-2300,01M142,Amalia Castro Elementary School,100,Attorney Street,Manhattan,10002,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Educational Alliance,100 Attorney Street,"Manhattan, NY 10002"
POINT (-73.98531793237849 40.739074668553),DYCD187,DYCD,OST,800-246-4646,"Educational Alliance, Inc.",135562210,212-780-2300,02M413,School of the Future,127,East 22nd Street,Manhattan,10010,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Educational Alliance,127 East 22nd Street,"Manhattan, NY 10010"
POINT (-73.92266935923705 40.81033903420248),DYCD658,DYCD,OST,800-246-4646,"East Side House Settlement, Inc.",131623989,(718) 292-4623,07X049,PS 049 WILLIS AVE (X049),383,EAST 139 STREET,Bronx,10454,School,175,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,175,Yes,Yes,Yes,OST - East Side House Settlement,321 East 139th Street,"Bronx, NY 10454"
POINT (-73.98356395494021 40.71905213880809),DYCD659,DYCD,OST,800-246-4646,"Educational Alliance, Inc.",135562210,212-780-2300,01M140,PS 140 NATHAN STRAUS (M140),123,RIDGE STREET,Manhattan,10002,school,140,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,140,Yes,Yes,Yes,OST - Educational Alliance,123 Ridge Street,"Manhattan, NY 10002"
POINT (-73.92820131973997 40.67444090218164),DYCD177,DYCD,OST,800-246-4646,Community Counseling And Mediation,112675243,718-230-5100,16K584,Middle School 584,130,Rochester Avenue,Brooklyn,11213,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Comm. Counseling And Mediation,130 Rochester Avenue,"Brooklyn, NY 11213"
POINT (-73.88462452776022 40.75312734629279),DYCD239,DYCD,OST,800-246-4646,Hellenic American Neighborhood Action Committee (HANAC),112290832,212-840-8005,30Q212,PS 212,34-25,82nd Street,Queens,11372,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - HANAC,34-25 82nd Street,"Queens, NY 11372"
POINT (-73.98835232286137 40.713986129763065),DYCD463,DYCD,OST,800-246-4646,"Educational Alliance, Inc.",135562210,212-780-2300,,Edgies,197,East Broadway,Manhattan,10002,center,0,no,yes,unknown,unknown,no,yes,yes,Part-time,0,yes,yes,yes,OST - Educational Alliance,197 East Broadway,"Manhattan, NY 10002"
POINT (-73.92020373696478 40.69547376882129),DYCD464,DYCD,OST,800-246-4646,El Puente De Williamsburg,112614265,718-387-0404,,El Puente,311,Central Avenue,Brooklyn,11221,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - El Puente De Williamsburg,311 Central Avenue,"Brooklyn, NY 11221"
POINT (-73.9762657042753 40.721798577322375),DYCD480,DYCD,OST,800-246-4646,Henry Street Settlement,131562242,212-766-9200,,Boys and Girls Republic,888,East 6th Street,Manhattan,10009,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Henry Street Settlement,888 East 6th Street,"Manhattan, NY 10009"
POINT (-74.00102947914797 40.64747006111404),DYCD94,DYCD,OST,800-246-4646,"Council of Neighborhood Organizations, Inc.",,718-853-0100,,Sunset Park Recreation Ctr.,,41st Street and 7th Avenue,Brooklyn,11232,Parks,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Council of Neighborhood Organizations,41st Street and 7th Avenue,"Brooklyn, NY 11232"
POINT (-73.95953617749211 40.71094390078247),DYCD465,DYCD,OST,800-246-4646,El Puente De Williamsburg,112614265,718-387-0404,,El Puente De Williamsburg,211,South 4th Street,Brooklyn,11211,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - El Puente De Williamsburg,211 South 4th Street,"Brooklyn, NY 11211"
POINT (-73.8525501890308 40.82240171324823),DYCD205,DYCD,OST,800-246-4646,Girl Scout Council of Greater New York,,718-268-1560,08X282,The Young Women?s Leadership School,2060,Lafayette Avenue,Bronx,10473,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Girl Scout Council of Greater NY,2060 Lafayette Avenue,"Bronx, NY 10473"
POINT (-73.98272862068096 40.71423519806724),DYCD35,DYCD,OST,800-246-4646,Henry Street Settlement,131562242,212-766-9200,,Henry Street Settlement,301,Henry Street,Manhattan,10002,center,0,no,yes,unknown,unknown,yes,no,yes,Part-time,0,yes,yes,yes,OST - Henry Street Settlement,301 Henry Street,"Manhattan, NY 10002"
POINT (-74.00484184414954 40.677681574220905),DYCD217,DYCD,OST,800-246-4646,Good Shepherd Services,135598710,212-243-7070,15K027,PS 27,27,Huntington Street,Brooklyn,11231,school,0,yes,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - Good Shepherd Services,27 Huntington Street,"Brooklyn, NY 11231"
POINT (-73.96822437885757 40.582386308396),DYCD215,DYCD,OST,800-246-4646,Good Shepherd Services,135598710,212-243-7070,21K410,Abraham Lincoln HS,2800,Ocean Parkway,Brooklyn,11235,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Good Shepherd Services,2800 Ocean Parkway,"Brooklyn, NY 11235"
POINT (-73.86161786516172 40.875187942303725),DYCD191,DYCD,OST,800-246-4646,F.E.G.S. Health and Human Services System,131624000,212-366-8531,11X265,Bronx Lab School,800,East Gun Hill Road,Bronx,10467,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - F.E.G.S. Health and Human Services System,800 East Gun Hill Road,"Bronx, NY 10467"
POINT (-73.76145363341155 40.59398619749845),DYCD192,DYCD,OST,800-246-4646,F.E.G.S. Health and Human Services System,131624000,212-366-8531,27Q043,IS 43,160,Beach 29th Street,Queens,11691,school,0,yes,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - F.E.G.S. Health and Human Services System,160 Beach 29th Street,"Queens, NY 11691"
POINT (-73.89792657145385 40.81776959959434),DYCD194,DYCD,OST,800-246-4646,F.E.G.S. Health and Human Services System,131624000,212-366-8531,08X686,New School for Arts & Science,965,Longwood Avenue,Bronx,10459,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - F.E.G.S. Health and Human Services System,965 Longwood Avenue,"Bronx, NY 10459"
POINT (-73.94071326135546 40.69146214587598),DYCD160,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,16K025,Eubie Blake School,787,Lafayette Avenue,Brooklyn,11221,school,0,no,yes,unknown,unknown,yes,Yes,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,787 Lafayette Avenue,"Brooklyn, NY 11221"
POINT (-73.9859719303444 40.720147457154034),DYCD149,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,79M515,Lower East Side Preparatory HS,145,Stanton Street,Manhattan,10002,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Chinese American Planning Council,145 Stanton Street,"Manhattan, NY 10002"
POINT (-73.98427528742513 40.729885352739),DYCD567,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,01M019,PS 19,185,1st Avenue,Manhattan,10003,school,0,no,yes,no,no,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,185 1st Avenue,"Manhattan, NY 10003"
POINT (-73.93333059261174 40.691617692868306),DYCD155,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,16K057,MS 57,125,Stuyvesant Avenue,Brooklyn,11221,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,125 Stuyvesant Avenue,"Brooklyn, NY 11221"
POINT (-73.83127298086966 40.75719293587065),DYCD453,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,,Nan Shan LDC,133-14,41st Avenue,Queens,11355,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Chinese American Planning Council,133-14 41st Avenue,"Queens, NY 11355"
POINT (-73.99835546924149 40.718691946500556),DYCD151,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,02M130,Hernando DeSoto ES,143,Baxter Street,Manhattan,10013,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,143 Baxter Street,"Manhattan, NY 10013"
POINT (-73.99600676814516 40.71486497331764),DYCD150,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,02M124,Yung Wing Elementary School,40,Division Street,Manhattan,10002,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,40 Division Street,"Manhattan, NY 10002"
POINT (-73.82398154210489 40.758433991075904),DYCD146,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,25Q020,CPC Queens School/Age Day Care Ctr.,142-30,Barclay Avenue,Queens,11355,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Chinese American Planning Council,142-30 Barclay Avenue,"Queens, NY 11355"
POINT (-73.98934499756609 40.71731073570192),DYCD147,DYCD,OST,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,01M545,HS for Dual Language & Asian Studies,350,Grand Street,Manhattan,10002,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Chinese American Planning Council,350 Grand Street,"Manhattan, NY 10002"
POINT (-73.9657291323563 40.64129287712598),DYCD156,DYCD,OST,800-246-4646,"Church Avenue Merchants Block Association, Inc.",112480339,718-287-2600,22K139,Alexine A. Fenty ES,330,Rugby Road,Brooklyn,11226,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Church Avenue Merchants Block Association,330 Rugby Road,"Brooklyn, NY 11226"
POINT (-73.88532301059037 40.703609284145905),DYCD227,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-381-0487,24Q091,Richard Arkwright ES,68-10,Central Avenue,Queens,11385,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Greater Ridgewood Youth Council,68-10 Central Avenue,"Queens, NY 11385"
POINT (-73.90483827190987 40.71141397111767),DYCD226,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-381-0487,24Q071,Forest Elementary School,62-85,Forest Avenue,Queens,11385,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Greater Ridgewood Youth Council,62-85 Forest Avenue,"Queens, NY 11385"
POINT (-73.90310228109774 40.70561022292774),DYCD224,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-381-0487,24Q093,Ridgewood IS,66-56,Forest Avenue,Queens,11385,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Greater Ridgewood Youth Council,66-56 Forest Avenue,"Queens, NY 11385"
POINT (-73.93596596682845 40.842087644575976),DYCD471,DYCD,OST,800-246-4646,Fresh Youth Initiatives,,212-781-1113,,Fresh Youth Initiatives,505,West 171st Street,Manhattan,10032,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Fresh Youth Initiatives,505 West 171st Street,"Manhattan, NY 10032"
POINT (-73.99151160238416 40.680389568589696),DYCD218,DYCD,OST,800-246-4646,Good Shepherd Services,135598710,212-243-7070,15K032,Samuel Mills Sprole ES,317,Hoyt Street,Brooklyn,11231,school,0,yes,yes,unknown,unknown,yes,yes,no,Full-time,0,yes,yes,yes,OST - Good Shepherd Services,317 Hoyt Street,"Brooklyn, NY 11231"
POINT (-73.90206491774715 40.69916535554747),DYCD223,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-381-0487,24Q077,IS 77,976,Seneca Avenue,Queens,11385,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Greater Ridgewood Youth Council,976 Seneca Avenue,"Queens, NY 11385"
POINT (-73.90376644534388 40.69943057126204),DYCD225,DYCD,OST,800-246-4646,"Greater Ridgewood Youth Council, Inc.",112518141,718-381-0487,24Q239,PS 239,1717,Weirfield Street,Queens,11385,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Greater Ridgewood Youth Council,1717 Weirfield Street,"Queens, NY 11385"
POINT (-73.98315836107598 40.74085190296972),DYCD664,DYCD,OST,800-246-4646,"Global Kids, Inc.",,212-226-0130,,Baruch,137,East 25th Street,Manhattan,10010,center,0,No,Yes,unknown,unknown,No,No,Yes,Part-time,,No,No,No,OST - Global Kids,137 East 25th Street,"Manhattan, NY 10010"
POINT (-73.99362522345558 40.68520820565358),DYCD665,DYCD,OST,800-246-4646,"Global Kids, Inc.",,212-226-0130,15K497,School for International Studies,284,Baltic Street,Brooklyn,11201,school,30,No,Yes,unknown,unknown,No,No,Yes,Part-time,30,No,No,No,OST - Global Kids,284 Baltic Street,"Brooklyn, NY 11201"
POINT (-73.94092963081869 40.806151047380396),DYCD476,DYCD,OST,800-246-4646,"Harlem Children's Zone, Inc",237112974,212-666-7236,,Harlem Children's Zone,35,East 125th Street,Manhattan,10035,center,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Harlem Children's Zone,35 East 125th Street,"Manhattan, NY 10035"
POINT (-73.95305675271757 40.80480072861002),DYCD477,DYCD,OST,800-246-4646,"Harlem Children's Zone, Inc",237112974,212-666-7236,,Truce,147,St. Nicholas Avenue,Manhattan,10026,center,0,no,yes,unknown,unknown,no,yes,yes,Part-time,0,yes,yes,yes,OST - Harlem Children's Zone,147 St. Nicholas Avenue,"Manhattan, NY 10026"
POINT (-73.94854277936169 40.806168580449864),DYCD235,DYCD,OST,800-246-4646,"Harlem Children's Zone, Inc",237112974,212-666-7236,03M242,Gwendolyn P. Brown Elementary,134,West 122nd Street,Manhattan,10027,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Harlem Children's Zone,134 West 122nd Street,"Manhattan, NY 10027"
POINT (-73.99234855005754 40.72976950431503),DYCD241,DYCD,OST,800-246-4646,"Hetrick-Martin Institute, Inc.",,212-674-2400,02M586,The Harvey Milk HS,2,Astor Place,Manhattan,10003,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Hetrick-Martin Institute,2 Astor Place,"Manhattan, NY 10003"
POINT (-73.99300902732092 40.694667166847246),DYCD486,DYCD,OST,800-246-4646,"Legal Outreach, Inc",,718-797-3396,,Legal Outreach Brooklyn Office,157,Montague Street,Brooklyn,11201,center,70,Yes,yes,unknown,unknown,no,no,yes,Part-time,70,yes,yes,yes,OST - Legal Outreach,157 Montague Street,"Brooklyn, NY 11201"
POINT (-73.94545378245168 40.8240717932462),DYCD488,DYCD,OST,800-246-4646,"Legal Outreach, Inc",,212-690-9989,,Legal Outreach,402,West 145th Street,Manhattan,10031,center,65,Yes,yes,unknown,unknown,no,no,yes,Part-time,65,yes,yes,yes,OST - Legal Outreach,402 West 145th Street,"Manhattan, NY 10031"
