"","GEOID","Adjusted.Grade","New.","Other.Location.Code.in.LCGMS","School.Name","SED.Code","Location.Code","District","Latitude","Longitude","Address..Full.","City","Zip","Grades","Grade.Low","Grade.High","Community.School.","Economic.Need.Index","School.Income.Estimate","Percent.ELL","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.Black...Hispanic","Percent.White","Student.Attendance.Rate","Percent.of.Students.Chronically.Absent","Rigorous.Instruction..","Rigorous.Instruction.Rating","Collaborative.Teachers..","Collaborative.Teachers.Rating","Supportive.Environment..","Supportive.Environment.Rating","Effective.School.Leadership..","Effective.School.Leadership.Rating","Strong.Family.Community.Ties..","Strong.Family.Community.Ties.Rating","Trust..","Trust.Rating","Student.Achievement.Rating","Average.ELA.Proficiency","Average.Math.Proficiency","NumOfLibraries","NumOfAfterSchoolProgs","NumOfLowIncomeUnits","SchoolGEOID","MedianHldIncome","IncomeToPovertyRatio","ChildPoverty","CountofSNAPHlds","HealthCoverage"
"584","36047072200","","","","P.S. 251 PAERDEGAT",3.32e+11,"22K251",22,40.631331,-73.92384,"1037 E 54TH ST BROOKLYN, NY 11234","BROOKLYN",11234,"PK,0K,01,02,03,04,05","PK",5,"No","0.65","50557.18",0.06,0.04,0.77,0.13,0.9,0.05,"0.93","0.24","0.84","Approaching Target","0.77","Approaching Target","0.87","Meeting Target","0.71","Approaching Target","0.83","Approaching Target","0.85","Meeting Target","Approaching Target","2.27","2.35",3,14,0,"360470722001007",65305,741,656,992,2928
"585","36047073400","","","","P.S. 119 AMERSFORT",3.32e+11,"22K119",22,40.626035,-73.938787,"3829 AVE K BROOKLYN, NY 11210","BROOKLYN",11210,"0K,01,02,03,04,05","0K",5,"No","0.67","56218.99",0.06,0.14,0.7,0.13,0.83,0.01,"0.96","0.1","0.98","Meeting Target","0.96","Meeting Target","0.95","Exceeding Target","0.93","Exceeding Target","0.86","Meeting Target","0.99","Exceeding Target","Meeting Target","2.43","2.5",2,13,1,"360470734002003",83542,540,467,643,2217
"586","36047074800","","","","ANDRIES HUDDE",3.32e+11,"22K240",22,40.623798,-73.946824,"2500 NOSTRAND AVE BROOKLYN, NY 11210","BROOKLYN",11210,"06,07,08","6",8,"No","0.61","N/A",0.08,0.18,0.63,0.12,0.74,0.07,"0.95","0.15","0.88","Approaching Target","0.87","Approaching Target","0.8","Meeting Target","0.81","Meeting Target","0.77","Approaching Target","0.91","Meeting Target","Meeting Target","2.51","2.48",4,15,1,"360470748001001",72250,455,608,631,1863
"587","36047075400","","","","P.S. 193 GIL HODGES",3.32e+11,"22K193",22,40.621852,-73.950283,"2515 AVE L BROOKLYN, NY 11210","BROOKLYN",11210,"PK,0K,01,02,03,04,05","PK",5,"No","0.56","54582.78",0.17,0.17,0.47,0.14,0.61,0.18,"0.95","0.15","0.85","Exceeding Target","0.81","Meeting Target","0.89","Meeting Target","0.61","Not Meeting Target","0.83","Approaching Target","0.81","Approaching Target","Meeting Target","2.69","2.8",4,14,0,"360470754001001",117885,389,433,444,1565
"588","36047076800","","","","P.S. 199 FREDERICK WACHTEL",3.32e+11,"21K199",21,40.616567,-73.963134,"1100 ELM AVE BROOKLYN, NY 11230","BROOKLYN",11230,"PK,0K,01,02,03,04,05","PK",5,"No","0.7","40233.93",0.29,0.21,0.04,0.27,0.31,0.48,"0.94","0.15","0.95","Exceeding Target","0.94","Exceeding Target","0.98","Exceeding Target","0.86","Exceeding Target","0.86","Meeting Target","0.96","Exceeding Target","Meeting Target","2.8","3.08",3,13,0,"360470768002007",42500,715,845,1122,3222
"589","36047077200","","","","SCHOOL OF SCIENCE & TECHNOLOGY",3.32e+11,"22K152",22,40.632709,-73.95457,"725 E 23RD ST BROOKLYN, NY 11210","BROOKLYN",11210,"PK,0K,01,02,03,04,05","PK",5,"No","0.75","45469.71",0.13,0.05,0.64,0.26,0.9,0.03,"0.94","0.22","0.89","Exceeding Target","0.87","Meeting Target","0.88","Meeting Target","0.72","Approaching Target","0.85","Meeting Target","0.87","Meeting Target","Approaching Target","2.34","2.36",3,17,1,"360470772001005",60518,835,738,1233,3203
"590","36047077200","","","","P.S. K315",3.32e+11,"22K315",22,40.632619,-73.954263,"2310 GLENWOOD RD BROOKLYN, NY 11210","BROOKLYN",11210,"PK,0K,01,02,03,04,05","PK",5,"No","0.75","47037.27",0.13,0.09,0.62,0.25,0.87,0.03,"0.94","0.2","0.88","Meeting Target","0.84","Meeting Target","0.86","Meeting Target","0.72","Approaching Target","0.81","Approaching Target","0.93","Meeting Target","Meeting Target","2.42","2.41",3,17,1,"360470772001005",60518,835,738,1233,3203
"591","36047078800","","","","P.S. 269 NOSTRAND",3.32e+11,"22K269",22,40.637617,-73.947663,"1957 NOSTRAND AVE BROOKLYN, NY 11210","BROOKLYN",11210,"03,04,05","3",5,"No","0.74","46197.25",0.18,0.02,0.84,0.11,0.95,0.02,"0.94","0.18","0.94","Meeting Target","0.73","Approaching Target","0.82","Meeting Target","0.63","Not Meeting Target","0.8","Approaching Target","0.72","Not Meeting Target","Approaching Target","2.09","2.06",2,17,4,"360470788001001",33301,680,934,1155,3114
"592","36047079400","","","","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL",3.32e+11,"17K382",17,40.649588,-73.957176,"911 FLATBUSH AVE BROOKLYN, NY 11226","BROOKLYN",11226,"06,07,08,09,10,11,12","6",12,"No","0.68","N/A",0.09,0.01,0.81,0.15,0.96,0.01,"0.95","0.17","0.79","Approaching Target","0.76","Approaching Target","0.75","Approaching Target","0.68","Approaching Target","0.7","Approaching Target","0.77","Not Meeting Target","Meeting Target","2.27","2.27",3,26,6,"360470794001003",36237,393,408,640,1882
"593","36047079400","","","","NORMA ADAMS CLEMONS ACADEMY",3.32e+11,"17K006",17,40.648983,-73.956246,"43 SNYDER AVE BROOKLYN, NY 11226","BROOKLYN",11226,"0K,01,02,03,04,05","0K",5,"No","0.83","40015.87",0.15,0,0.74,0.23,0.97,0.02,"0.92","0.34","0.95","Exceeding Target","0.97","Exceeding Target","0.95","Meeting Target","0.86","Meeting Target","0.82","Approaching Target","0.95","Exceeding Target","Meeting Target","2.31","2.46",3,27,7,"360470794001003",36237,393,408,640,1882
"594","36047079400","","","","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",3.32e+11,"17K543",17,40.649588,-73.957176,"911 FLATBUSH AVE BROOKLYN, NY 11226","BROOKLYN",11226,"06,07,08,09,10,11,12","6",12,"No","0.54","N/A",0,0.03,0.86,0.08,0.94,0.01,"0.97","0.06","0.97","Exceeding Target","0.96","Exceeding Target","0.89","Exceeding Target","0.91","Exceeding Target","0.9","Exceeding Target","0.94","Exceeding Target","Meeting Target","2.96","2.98",3,26,6,"360470794001003",36237,393,408,640,1882
"595","36047079400","","","","M.S. 246 WALT WHITMAN",3.32e+11,"17K246",17,40.648365,-73.953433,"72 VERONICA PL BROOKLYN, NY 11226","BROOKLYN",11226,"06,07,08","6",8,"No","0.71","N/A",0.21,0.01,0.75,0.21,0.96,0.02,"0.91","0.32","0.84","Approaching Target","0.78","Approaching Target","0.8","Approaching Target","0.73","Approaching Target","0.79","Meeting Target","0.84","Approaching Target","Meeting Target","2.24","2.03",4,28,7,"360470794001007",36237,393,408,640,1882
"596","36047080200","","","","EXPLORE CHARTER SCHOOL",3.32e+11,"84K704",17,40.656389,-73.951462,"655 PARKSIDE AVE BROOKLYN, NY 11226","BROOKLYN",11226,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.56","44870.01",0.05,0,0.84,0.12,0.96,0,"0.96","0.11","0.83","Approaching Target","0.84","Meeting Target","0.78","Approaching Target","0.73","Approaching Target","0.87","Meeting Target","0.85","Approaching Target","Approaching Target","2.36","2.65",2,30,7,"360470802002001",45030,1114,996,1982,5083
"597","36047080200","","","","P.S. 092 ADRIAN HEGEMAN",3.32e+11,"17K092",17,40.656271,-73.954146,"601 PARKSIDE AVE BROOKLYN, NY 11226","BROOKLYN",11226,"PK,0K,01,02,03,04,05","PK",5,"No","0.81","41502.76",0.15,0.06,0.76,0.18,0.93,0.01,"0.92","0.3","0.77","Approaching Target","0.89","Meeting Target","0.84","Approaching Target","0.77","Meeting Target","0.86","Meeting Target","0.92","Meeting Target","Approaching Target","2.14","2.22",2,24,7,"360470802002003",45030,1114,996,1982,5083
"598","36047080200","","","","PARKSIDE PREPARATORY ACADEMY",3.32e+11,"17K002",17,40.656389,-73.951462,"655 PARKSIDE AVE BROOKLYN, NY 11226","BROOKLYN",11226,"06,07,08","6",8,"No","0.72","N/A",0.07,0.03,0.81,0.13,0.93,0.02,"0.94","0.16","0.87","Approaching Target","0.89","Meeting Target","0.85","Meeting Target","0.86","Meeting Target","0.77","Approaching Target","0.88","Meeting Target","Meeting Target","2.46","2.42",2,30,7,"360470802002001",45030,1114,996,1982,5083
"599","36047080600","","","","P.S. 091 THE ALBANY AVENUE SCHOOL",3.32e+11,"17K091",17,40.661792,-73.940462,"532 ALBANY AVE BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05,SE","PK",5,"No","0.77","40387.86",0.06,0.01,0.9,0.06,0.97,0.01,"0.92","0.28","0.95","Meeting Target","0.89","Meeting Target","0.93","Meeting Target","0.8","Meeting Target","0.83","Approaching Target","0.85","Approaching Target","Meeting Target","2.18","2.22",2,41,28,"360470806002000",39536,781,1532,1211,4112
"600","36047081000","","","","P.S. 397 FOSTER-LAURIE",3.32e+11,"17K397",17,40.658733,-73.946384,"490 FENIMORE ST BROOKLYN, NY 11203","BROOKLYN",11203,"0K,01,02,03,04,05","0K",5,"No","0.82","42545.15",0.12,0.02,0.83,0.08,0.91,0.04,"0.93","0.27","0.94","Approaching Target","0.85","Approaching Target","0.89","Meeting Target","0.72","Approaching Target","0.83","Approaching Target","0.86","Meeting Target","Approaching Target","2.25","2.22",3,34,11,"360470810002002",43229,485,639,867,2235
"601","36047081000","","","","SCHOOL FOR HUMAN RIGHTS, THE",3.32e+11,"17K531",17,40.658665,-73.943838,"600 KINGSTON AVE BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08,09,10,11,12","6",12,"No","0.69","N/A",0.04,0.01,0.87,0.1,0.97,0,"0.94","0.18","0.97","Meeting Target","0.99","Exceeding Target","0.86","Meeting Target","0.95","Exceeding Target","0.8","Meeting Target","0.94","Exceeding Target","Meeting Target","2.38","2.23",4,36,12,"360470810002000",43229,485,639,867,2235
"602","36047081000","","","","SCHOOL FOR DEMOCRACY AND LEADERSHIP",3.32e+11,"17K533",17,40.658665,-73.943838,"600 KINGSTON AVE BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08,09,10,11,12","6",12,"No","0.65","N/A",0.05,0,0.88,0.08,0.96,0.01,"0.88","0.36","0.84","Approaching Target","0.72","Approaching Target","0.77","Meeting Target","0.76","Approaching Target","0.72","Approaching Target","0.85","Approaching Target","Meeting Target","2.06","2.05",4,36,12,"360470810002000",43229,485,639,867,2235
"603","36047081400","","","","P.S. 235 JANICE MARIE KNIGHT SCHOOL",3.32e+11,"18K235",18,40.654737,-73.940641,"525 LENOX RD BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.52","48361.64",0.01,0.02,0.93,0.02,0.95,0.02,"0.95","0.11","0.92","Meeting Target","0.94","Meeting Target","0.86","Meeting Target","0.9","Exceeding Target","0.83","Meeting Target","0.93","Meeting Target","Exceeding Target","3.05","3.1",3,35,8,"360470814002000",40705,633,640,1056,2912
"604","36047082400","","","","P.S. 399 STANLEY EUGENE CLARK",3.32e+11,"17K399",17,40.648247,-73.951778,"2707 ALBERMARLE RD BROOKLYN, NY 11226","BROOKLYN",11226,"0K,01,02,03,04,05","0K",5,"No","0.73","40553.81",0.09,0.03,0.72,0.14,0.86,0.01,"0.93","0.25","0.82","Approaching Target","0.69","Approaching Target","0.97","Exceeding Target","0.53","Not Meeting Target","0.87","Meeting Target","0.77","Approaching Target","Approaching Target","2.36","2.38",4,28,7,"360470824003001",43155,941,1134,1530,4361
"605","36047083600","","","","P.S. 198 BROOKLYN",3.32e+11,"22K198",22,40.636966,-73.937009,"4105 FARRAGUT RD BROOKLYN, NY 11210","BROOKLYN",11210,"PK,0K,01,02,03,04,05","PK",5,"No","0.67","60517.36",0.04,0.03,0.87,0.07,0.94,0.01,"0.93","0.24","0.94","Meeting Target","0.93","Meeting Target","0.91","Meeting Target","0.87","Exceeding Target","0.9","Exceeding Target","0.97","Exceeding Target","Meeting Target","2.46","2.45",3,15,1,"360470836002002",67454,557,457,745,2109
"606","36047083600","","","","P.S. 109",3.32e+11,"22K109",22,40.636004,-73.933149,"1001 E 45TH ST BROOKLYN, NY 11210","BROOKLYN",11210,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.74","55488.67",0.06,0.02,0.8,0.15,0.95,0.03,"0.93","0.23","0.85","Approaching Target","0.84","Approaching Target","0.82","Meeting Target","0.81","Meeting Target","0.83","Approaching Target","0.88","Meeting Target","Meeting Target","2.32","2.2",3,12,1,"360470836001003",67454,557,457,745,2109
"607","36047084000","","","","P.S. 208 ELSA EBELING",3.32e+11,"18K208",18,40.642701,-73.9309,"4801 AVE D BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05","PK",5,"No","0.56","57979.65",0.02,0.01,0.93,0.03,0.97,0.02,"0.94","0.21","0.94","Meeting Target","0.92","Meeting Target","0.94","Meeting Target","0.83","Meeting Target","0.85","Meeting Target","0.92","Meeting Target","Meeting Target","2.53","2.51",2,16,0,"360470840001001",51534,588,483,817,2454
"608","36047085600","","","","P.S. 181 BROOKLYN",3.32e+11,"17K181",17,40.64809,-73.945911,"1023 NEW YORK AVE BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.72","43642.71",0.09,0,0.86,0.1,0.95,0.02,"0.92","0.26","0.8","Approaching Target","0.81","Meeting Target","0.81","Approaching Target","0.79","Meeting Target","0.81","Approaching Target","0.87","Meeting Target","Approaching Target","2.27","2.17",4,26,7,"360470856003001",49657,855,392,1445,3174
"609","36047086600","","","","P.S. 268 EMMA LAZARUS",3.32e+11,"18K268",18,40.657324,-73.927558,"133 E 53RD ST BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05","PK",5,"No","0.69","44427.28",0.05,0,0.94,0.04,0.98,0.02,"0.93","0.21","0.98","Meeting Target","0.93","Meeting Target","0.91","Meeting Target","0.91","Exceeding Target","0.84","Meeting Target","0.98","Exceeding Target","Approaching Target","2.26","2.29",3,33,28,"360470866001004",45451,712,596,1210,2985
"610","36047087000","","","","P.S. 135 SHELDON A. BROOKNER",3.32e+11,"18K135",18,40.653258,-73.932975,"684 LINDEN BLVD BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05","PK",5,"No","0.68","41884.4",0.04,0.01,0.88,0.07,0.95,0.02,"0.95","0.18","0.82","Approaching Target","0.83","Meeting Target","0.89","Meeting Target","0.71","Approaching Target","0.83","Approaching Target","0.87","Meeting Target","Approaching Target","2.51","2.43",3,32,5,"360470870002003",35938,750,815,1198,3285
"611","36047087600","","","","NEW HEIGHTS MIDDLE SCHOOL",3.32e+11,"17K722",17,40.662087,-73.936458,"790 E NEW YORK AVE BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08","6",8,"No","0.74","N/A",0.05,0.01,0.82,0.11,0.93,0,"0.93","0.18","0.85","Meeting Target","0.82","Meeting Target","0.81","Meeting Target","0.87","Meeting Target","0.86","Meeting Target","0.9","Meeting Target","Approaching Target","2.12","2.13",3,38,31,"360470876001001",31712,303,251,675,1508
"612","36047087600","","","","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL",3.32e+11,"84K356",17,40.662087,-73.936458,"790 E NEW YORK AVE BROOKLYN, NY 11203","BROOKLYN",11203,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.57","44077.39",0,0,0.95,0.04,0.99,0,"0.98","0.01","0.84","Approaching Target","0.84","Meeting Target","0.81","Meeting Target","0.77","Approaching Target","0.85","Meeting Target","0.85","Approaching Target","Meeting Target","2.59","2.93",3,38,31,"360470876001001",31712,303,251,675,1508
"613","36047088000","","","","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL",3.32e+11,"18K581",18,40.658685,-73.928682,"905 WINTHROP ST BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08","6",8,"Yes","0.7","N/A",0.11,0.02,0.89,0.02,0.91,0.02,"0.92","0.23","0.83","Meeting Target","0.76","Approaching Target","0.8","Meeting Target","0.75","Approaching Target","0.8","Meeting Target","0.81","Approaching Target","Meeting Target","2.17","2.15",3,33,30,"360470880001008",50302,719,665,1151,2876
"614","36047088000","","","","MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES",3.32e+11,"18K598",18,40.658685,-73.928682,"905 WINTHROP ST BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08","6",8,"No","0.61","N/A",0.05,0.02,0.89,0.07,0.96,0.02,"0.92","0.23","0.85","Meeting Target","0.88","Meeting Target","0.83","Meeting Target","0.83","Meeting Target","0.8","Meeting Target","0.87","Approaching Target","Meeting Target","2.36","2.09",3,33,30,"360470880001008",50302,719,665,1151,2876
"615","36047088200","","","","P.S. 770 NEW AMERICAN ACADEMY",3.32e+11,"17K770",17,40.663966,-73.927858,"60 E 94TH ST BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05","0K",5,"No","0.65","42794.29",0.02,0.01,0.65,0.08,0.73,0.16,"0.93","0.23","0.83","Meeting Target","0.91","Exceeding Target","0.84","Meeting Target","0.92","Exceeding Target","0.92","Exceeding Target","0.98","Exceeding Target","Not Meeting Target","2.26","2.2",2,43,65,"360470882001000",48043,1549,1484,2648,6750
"616","36047088200","","","","P.S. 398 WALTER WEAVER",3.32e+11,"17K398",17,40.663966,-73.927858,"60 E 94TH ST BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05","PK",5,"No","0.87","36313.08",0.06,0.01,0.73,0.12,0.85,0.01,"0.88","0.46","0.89","Approaching Target","0.89","Meeting Target","0.86","Approaching Target","0.79","Meeting Target","0.82","Approaching Target","0.92","Meeting Target","Approaching Target","2.24","2.26",2,43,65,"360470882001000",48043,1549,1484,2648,6750
"617","36047088600","","","","P.S. 219 KENNEDY-KING",3.32e+11,"18K219",18,40.658996,-73.922485,"1060 CLARKSON AVE BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05","PK",5,"No","0.77","38077.71",0.06,0.01,0.85,0.12,0.97,0.01,"0.91","0.35","0.86","Approaching Target","0.84","Meeting Target","0.89","Approaching Target","0.73","Approaching Target","0.78","Not Meeting Target","0.88","Meeting Target","Meeting Target","2.38","2.34",4,47,38,"360470886001002",37359,1025,851,1873,4453
"618","36047088600","","","","MIDDLE SCHOOL FOR ART AND PHILOSOPHY",3.32e+11,"18K588",18,40.65785,-73.920032,"1084 LENOX RD BROOKLYN, NY 11212","BROOKLYN",11212,"06,07,08","6",8,"No","0.78","N/A",0.06,0,0.88,0.06,0.94,0.01,"0.92","0.26","0.84","Meeting Target","0.82","Meeting Target","0.82","Meeting Target","0.84","Meeting Target","0.79","Meeting Target","0.84","Approaching Target","Meeting Target","2.29","2.18",3,46,32,"360470886002002",37359,1025,851,1873,4453
"619","36047089200","","","","P.S. 189 THE BILINGUAL CENTER",3.32e+11,"17K189",17,40.665446,-73.925681,"1100 E NEW YORK AVE BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.74","36588.31",0.16,0.02,0.72,0.25,0.97,0,"0.94","0.18","0.94","Approaching Target","0.91","Meeting Target","0.87","Meeting Target","0.83","Meeting Target","0.82","Meeting Target","0.9","Meeting Target","Exceeding Target","2.66","2.91",3,51,83,"360470892001001",20528,958,946,1519,3756
"620","36047089200","","","","BROOKLYN ASCEND CHARTER SCHOOL",3.32e+11,"84K652",18,40.662056,-73.920703,"205 ROCKAWAY PKWY-2ND FL BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.61","45876.16",0.01,0.01,0.95,0.03,0.98,0,"0.97","0.04","0.84","Approaching Target","0.87","Meeting Target","0.83","Meeting Target","0.8","Meeting Target","0.84","Meeting Target","0.89","Meeting Target","Approaching Target","2.55","2.56",4,57,41,"360470892003000",20528,958,946,1519,3756
"621","36047089600","","","","RIVERDALE AVENUE MIDDLE SCHOOL",3.32e+11,"23K668",23,40.65997,-73.913616,"76 RIVERDALE AVE BROOKLYN, NY 11212","BROOKLYN",11212,"06,07,08","6",8,"No","0.8","N/A",0.06,0.01,0.87,0.11,0.98,0,"0.92","0.27","0.97","Exceeding Target","0.91","Meeting Target","0.92","Exceeding Target","0.92","Exceeding Target","0.85","Meeting Target","0.93","Exceeding Target","Meeting Target","2.18","2.25",3,51,62,"360470896001002",37168,780,766,1515,3471
"622","36047089600","","","","RIVERDALE AVENUE COMMUNITY SCHOOL",3.32e+11,"23K446",23,40.65997,-73.913616,"76 RIVERDALE AVE BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05","PK",5,"No","0.84","36582.64",0.02,0.02,0.81,0.14,0.95,0.01,"0.92","0.34","0.92","Approaching Target","0.93","Meeting Target","0.88","Meeting Target","0.87","Meeting Target","0.84","Approaching Target","0.92","Meeting Target","N/A","2.52","2.58",3,51,62,"360470896001002",37168,780,766,1515,3471
"623","36047089600","","","","P.S. 165 IDA POSNER",3.32e+11,"23K165",23,40.657196,-73.910944,"76 LOTT AVE BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"Yes","0.82","34324.41",0.04,0,0.83,0.14,0.97,0.02,"0.86","0.5","0.91","Approaching Target","0.89","Meeting Target","0.87","Approaching Target","0.81","Meeting Target","0.83","Meeting Target","0.92","Meeting Target","Approaching Target","2.12","2.01",2,49,53,"360470896002003",37168,780,766,1515,3471
"624","36047090000","","","","P.S. 156 WAVERLY",3.32e+11,"23K156",23,40.665297,-73.917884,"104 SUTTER AVE BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05","PK",5,"Yes","0.86","34013.33",0.03,0.01,0.78,0.19,0.97,0.01,"0.9","0.4","0.93","Meeting Target","0.93","Meeting Target","0.9","Approaching Target","0.85","Meeting Target","0.84","Meeting Target","0.96","Exceeding Target","Approaching Target","2.19","2.29",4,60,58,"360470900002002",25049,1345,1749,1993,5217
"625","36047090000","","","","BROWNSVILLE ASCEND CHARTER SCHOOL",3.32e+11,"84K737",23,40.668975,-73.917872,"1501 PITKIN AVE BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.76","33699.66",0.01,0.01,0.87,0.11,0.98,0,"0.95","0.09","0.85","Approaching Target","0.87","Meeting Target","0.86","Meeting Target","0.84","Meeting Target","0.83","Approaching Target","0.92","Meeting Target","Approaching Target","2.48","2.65",4,63,94,"360470900001000",25049,1345,1749,1993,5217
"626","36047090000","","","","I.S. 392",3.32e+11,"23K392",23,40.665297,-73.917884,"104 SUTTER AVE BROOKLYN, NY 11212","BROOKLYN",11212,"05,06,07,08","5",8,"No","0.59","N/A",0,0.05,0.77,0.15,0.91,0.01,"0.96","0.12","0.97","Meeting Target","0.98","Exceeding Target","0.85","Meeting Target","0.94","Exceeding Target","0.76","Approaching Target","0.94","Meeting Target","Meeting Target","3.05","2.94",4,60,58,"360470900002002",25049,1345,1749,1993,5217
"627","36047090600","","","","P.S. 298 DR. BETTY SHABAZZ",3.32e+11,"23K298",23,40.671012,-73.90774,"85 WATKINS ST BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05","0K",5,"Yes","0.93","23414.77",0.08,0.01,0.66,0.28,0.94,0.01,"0.89","0.42","0.97","Meeting Target","0.94","Meeting Target","0.88","Approaching Target","0.83","Meeting Target","0.85","Meeting Target","0.92","Meeting Target","Not Meeting Target","1.97","1.97",2,56,90,"360470906001000",14500,1036,1057,1566,4009
"628","36047090600","","","","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",3.32e+11,"23K363",23,40.671012,-73.90774,"85 WATKINS ST BROOKLYN, NY 11212","BROOKLYN",11212,"06,07,08","6",8,"No","0.93","N/A",0.14,0,0.63,0.33,0.96,0.02,"0.87","0.42","0.79","Approaching Target","0.8","Meeting Target","0.85","Approaching Target","0.76","Approaching Target","0.8","Meeting Target","0.89","Meeting Target","Approaching Target","2.07","1.98",2,56,90,"360470906001000",14500,1036,1057,1566,4009
"629","36047090800","","","","P.S. 150 CHRISTOPHER",3.32e+11,"23K150",23,40.668635,-73.905086,"364 SACKMAN ST BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,SE","0K",5,"No","0.95","16901.67",0.1,0.02,0.59,0.32,0.91,0.03,"0.92","0.3","0","N/A","0.87","N/A","0.9","N/A","0.89","N/A","0.82","N/A","0.91","N/A","Approaching Target","1.97","2.02",2,55,111,"360470908003002",12052,689,766,1280,5499
"630","36047090800","","","","CHRISTOPHER AVENUE COMMUNITY SCHOOL",3.32e+11,"23K401",23,40.672333,-73.906225,"51 CHRISTOPHER AVE BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05","PK",5,"No","0.94","23794.1",0.03,0,0.69,0.29,0.97,0.01,"0.88","0.52","0.92","Meeting Target","0.82","Meeting Target","0.91","Approaching Target","0.68","Approaching Target","0.86","Meeting Target","0.88","Meeting Target","Meeting Target","2.13","2.19",3,56,100,"360470908001007",12052,689,766,1280,5499
"631","36047090800","","","","BROWNSVILLE COLLEGIATE CHARTER SCHOOL",3.32e+11,"84K710",23,40.668635,-73.905086,"364 SACKMAN ST-4TH FL BROOKLYN, NY 11212","BROOKLYN",11212,"05,06,07,08,09,10,11,12","5",12,"No","0.72","N/A",0.03,0.01,0.72,0.18,0.9,0.01,"0.96","0.06","0.88","Meeting Target","0.88","Meeting Target","0.83","Meeting Target","0.85","Meeting Target","0.85","Exceeding Target","0.91","Meeting Target","Meeting Target","2.47","2.75",2,55,111,"360470908003002",12052,689,766,1280,5499
"632","36047090800","","","","LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL",3.32e+11,"84K775",23,40.672333,-73.906225,"51 CHRISTOPHER AVE BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.75","37886.74",0.03,0,0.84,0.13,0.96,0.01,"0.95","0.16","0.96","Exceeding Target","0.95","Exceeding Target","0.87","Meeting Target","0.91","Exceeding Target","0.9","Exceeding Target","0.91","Meeting Target","Exceeding Target","2.89","3.59",3,56,100,"360470908001007",12052,689,766,1280,5499
"633","36047091200","","","","THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",3.32e+11,"23K284",23,40.666934,-73.90761,"213 OSBORN ST BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"Yes","0.91","20931.74",0.09,0,0.69,0.3,0.99,0.01,"0.89","0.4","0.9","Meeting Target","0.87","Meeting Target","0.86","Approaching Target","0.8","Meeting Target","0.9","Exceeding Target","0.92","Meeting Target","Approaching Target","2.08","2.09",3,61,84,"360470912001000",21747,1700,2384,2367,6920
